t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,RealPower,VT/Ti,PaCO2_e,SV e,CO e,CI e
646.0,22.3,1.839,41.019,1682,1742.0219701,1758.5656707,1.01,286.3,96.0,22.7,22.4,28.14,8.0,15.57,5.22,14.06,6.68,20.69,0.06,112,37,101,48,125,2.02,80,EXERCISE,18.0,53,651,764,12569,523.7,8.73,53,203.0,0,0,12569,0,0.0,100.0,1.01,0,1.06,1.63,2.69,0.39,0.19,1.613,2,0,0,,83,68.8,125,1.73,48.6,,,
649.0,20.69,2.018,41.752,2148,1727.9037023,1761.7443103,1.02,317.2,103.7,23.3,22.9,27.91,8.0,15.72,5.14,14.14,6.58,20.72,0.06,113,37,101,47,126,2.04,79,EXERCISE,18.0,53,651,764,12495,520.6,8.68,53,201.8,0,0,12495,0,0.0,100.0,1.02,0,1.19,1.71,2.9,0.41,0.2,1.621,3,0,0,,82,68.3,125,1.7,47.96,,,
652.0,20.41,1.948,39.755,1948,1668.3210685,1713.1534134,1.03,304.1,102.4,23.0,22.4,26.95,7.7,15.61,5.26,14.12,6.69,20.69,0.07,112,38,101,48,127,2.05,79,EXERCISE,18.0,53,651,764,12083,503.5,8.39,54,195.2,0,0,12083,0,0.0,100.0,1.03,0,1.24,1.7,2.94,0.42,0.19,1.599,3,0,0,,80,69.8,127,1.57,48.67,,,
655.0,23.26,1.888,43.907,1886,1814.7631427,1852.3087827,1.02,296.3,97.0,23.3,22.8,29.32,8.4,15.69,5.14,14.3,6.53,20.69,0.06,113,37,103,47,128,2.07,80,EXERCISE,18.0,53,651,764,13126,546.9,9.12,54,212.0,0,0,13126,0,0.0,100.0,1.02,0,1.13,1.45,2.58,0.44,0.19,1.643,3,0,0,,87,66.6,127,1.67,47.63,,,
657.0,26.91,1.893,50.933,1909,1928.9897337,2002.3978993,1.04,304.5,90.9,25.4,24.5,31.16,8.9,16.09,4.8,14.68,6.29,20.68,0.07,115,34,105,45,128,2.07,80,EXERCISE,18.0,53,651,764,14005,583.5,9.73,54,226.3,0,0,14005,0,0.0,100.0,1.04,0,1.0,1.23,2.23,0.45,0.22,1.707,2,0,0,,92,61.3,128,1.89,46.09,,,
659.0,25.64,1.789,45.872,1851,1734.2563888,1830.5569544,1.06,287.8,87.0,25.4,24.1,28.02,8.0,16.09,4.86,14.67,6.33,20.69,0.06,115,35,105,45,129,2.08,80,EXERCISE,18.0,53,651,764,12639,526.6,8.78,55,204.2,0,0,12639,0,0.0,100.0,1.06,0,1.06,1.28,2.34,0.45,0.21,1.662,2,0,0,,83,65.1,129,1.69,46.34,,,
662.0,22.39,1.877,42.022,1948,1646.3783205,1749.8751843,1.06,298.5,95.2,24.6,23.1,26.6,7.6,15.9,5.07,14.51,6.48,20.68,0.06,114,36,104,46,130,2.1,79,EXERCISE,18.0,53,651,764,12018,500.7,8.35,55,194.1,0,0,12018,0,0.0,100.0,1.06,0,1.12,1.56,2.68,0.42,0.19,1.623,3,0,0,,79,68.1,130,1.68,47.31,,,
665.0,20.62,1.908,39.34,1949,1616.0307227,1693.6304072,1.05,299.3,100.2,23.5,22.4,26.11,7.5,15.69,5.25,14.24,6.67,20.68,0.07,112,38,102,48,131,2.12,79,EXERCISE,18.0,53,651,764,11758,489.9,8.17,55,190.0,0,0,11758,0,0.0,100.0,1.05,0,1.22,1.69,2.91,0.42,0.19,1.595,3,0,0,,77,70.1,131,1.56,48.54,,,
668.0,23.17,1.916,44.386,1929,1819.4705184,1883.3431016,1.04,301.2,99.0,23.5,22.7,29.39,8.4,15.72,5.17,14.28,6.57,20.69,0.06,113,37,102,47,132,2.13,79,EXERCISE,18.0,53,651,764,13201,550.1,9.17,56,213.3,0,0,13201,0,0.0,100.0,1.04,0,1.07,1.52,2.59,0.41,0.19,1.647,3,0,0,,87,66.3,131,1.79,47.89,,,
671.0,20.27,1.937,39.264,1996,1697.7896653,1729.0808559,1.02,298.6,104.8,22.3,21.9,27.43,7.8,15.42,5.41,13.95,6.79,20.64,0.11,111,39,100,49,133,2.15,77,EXERCISE,18.0,53,651,764,12274,511.4,8.52,56,198.3,0,0,12274,0,0.0,100.0,1.02,0,1.19,1.77,2.96,0.4,0.18,1.594,3,0,0,,81,70.1,133,1.63,49.31,,,
673.0,22.14,1.943,43.018,1997,1809.712715,1856.3579526,1.03,299.8,104.8,22.9,22.3,29.24,8.4,15.43,5.39,14.11,6.69,20.52,0.2,111,39,101,48,134,2.16,77,EXERCISE,18.0,53,651,764,13104,546.0,9.1,57,211.7,0,0,13104,0,0.0,100.0,1.03,0,1.22,1.49,2.71,0.45,0.17,1.634,2,0,0,,86,67.3,134,1.59,48.67,,,
676.0,22.39,1.959,43.858,1979,1794.9907303,1834.9654611,1.02,307.0,101.0,23.6,23.0,29.0,8.3,15.67,5.16,14.22,6.59,20.62,0.12,112,37,102,47,135,2.18,80,EXERCISE,18.0,53,651,764,12987,541.1,9.02,57,209.8,0,0,12987,0,0.0,100.0,1.02,0,1.09,1.59,2.68,0.41,0.19,1.642,3,0,0,,86,66.7,134,1.8,48.02,,,
679.0,21.51,2.069,44.495,2050,1839.1352335,1892.8491973,1.03,323.9,107.8,23.4,22.7,29.71,8.5,15.65,5.21,14.2,6.62,20.66,0.09,112,37,102,47,136,2.2,79,EXERCISE,18.0,53,651,764,13327,555.3,9.25,58,215.3,0,0,13327,0,0.0,100.0,1.03,0,1.11,1.68,2.79,0.4,0.19,1.648,3,0,0,,88,66.2,135,1.86,48.21,,,
682.0,20.83,2.001,41.688,2148,1750.3771826,1815.7293331,1.04,311.3,106.7,23.0,22.2,28.28,8.1,15.56,5.33,14.19,6.67,20.65,0.09,112,38,102,48,136,2.2,80,EXERCISE,18.0,53,651,764,12706,529.4,8.82,58,205.3,0,0,12706,0,0.0,100.0,1.04,0,1.26,1.62,2.88,0.44,0.18,1.62,3,0,0,,84,68.3,136,1.59,48.54,,,
684.0,22.14,1.916,42.421,1948,1743.4630783,1792.9019793,1.03,300.7,99.0,23.4,22.8,28.17,8.0,15.69,5.17,14.24,6.62,20.67,0.08,113,37,102,47,138,2.23,79,EXERCISE,18.0,53,651,764,12631,526.3,8.77,58,204.1,0,0,12631,0,0.0,100.0,1.03,0,1.22,1.49,2.71,0.45,0.2,1.628,2,0,0,,83,67.7,137,1.57,48.21,,,
687.0,21.2,2.12,44.947,2273,1783.7864512,1881.583272,1.05,336.0,108.3,24.4,23.1,28.82,8.2,15.85,5.11,14.46,6.5,20.68,0.07,114,37,104,47,138,2.23,79,EXERCISE,18.0,53,651,764,12998,541.6,9.03,59,210.0,0,0,12998,0,0.0,100.0,1.05,0,1.31,1.52,2.83,0.46,0.19,1.653,3,0,0,,85,65.8,138,1.62,47.44,,,
690.0,18.99,1.897,36.019,2091,1524.2630496,1603.7674589,1.05,295.2,102.8,22.8,21.6,24.62,7.0,15.56,5.42,14.13,6.78,20.71,0.06,112,39,101,49,139,2.25,79,EXERCISE,18.0,53,651,764,11101,462.5,7.71,59,179.3,0,0,11101,0,0.0,100.0,1.05,0,1.29,1.87,3.16,0.41,0.17,1.557,3,0,0,,73,72.6,139,1.47,49.25,,,
693.0,20.62,2.125,43.814,2012,1913.2664792,1977.3024305,1.03,327.2,116.7,22.1,21.4,30.91,8.8,15.4,5.49,13.97,6.86,20.69,0.06,110,39,100,49,140,2.26,80,EXERCISE,18.0,53,651,764,13877,578.2,9.64,60,224.2,0,0,13877,0,0.0,100.0,1.03,0,1.18,1.73,2.91,0.41,0.18,1.642,3,0,0,,91,66.7,140,1.8,49.76,,,
696.0,24.39,1.641,40.024,2029,1575.5115003,1648.5443125,1.05,260.7,82.5,24.3,23.2,25.45,7.3,15.89,5.03,14.45,6.49,20.67,0.07,114,36,104,47,141,2.28,79,EXERCISE,18.0,53,651,764,11459,477.5,7.96,60,185.1,0,0,11459,0,0.0,100.0,1.05,0,1.03,1.43,2.46,0.42,0.2,1.602,3,0,0,,75,69.6,141,1.59,47.38,,,
698.0,24.29,1.914,46.494,1852,1906.9342677,1977.0664253,1.04,300.8,99.3,23.5,22.7,30.81,8.8,15.72,5.19,14.33,6.59,20.69,0.07,113,37,103,47,142,2.29,78,EXERCISE,18.0,53,651,764,13841,576.7,9.61,60,223.6,0,0,13841,0,0.0,100.0,1.04,0,1.07,1.4,2.47,0.43,0.19,1.667,2,0,0,,91,64.7,142,1.79,48.02,,,
700.0,25.42,1.819,46.246,1754,1915.7809969,1975.950199,1.03,284.7,95.0,23.2,22.5,30.95,8.8,15.65,5.22,14.17,6.68,20.67,0.08,112,37,102,48,143,2.31,82,EXERCISE,18.0,53,651,764,13889,578.7,9.65,61,224.4,0,0,13889,0,0.0,100.0,1.03,0,0.94,1.42,2.36,0.4,0.19,1.665,2,0,0,,91,64.8,142,1.94,48.6,,,
703.0,23.53,1.957,46.047,1988,1914.8716877,1977.0944792,1.03,305.9,102.7,23.2,22.5,30.93,8.8,15.63,5.25,14.25,6.65,20.67,0.08,112,38,102,48,144,2.33,79,EXERCISE,18.0,53,651,764,13886,578.6,9.64,61,224.3,0,0,13886,0,0.0,100.0,1.03,0,1.07,1.48,2.55,0.42,0.19,1.663,3,0,0,,91,65.0,143,1.83,48.41,,,
706.0,22.22,2.164,48.089,2090,1953.2638938,2041.4634554,1.05,340.3,112.3,23.8,22.8,31.56,9.0,15.73,5.19,14.22,6.68,20.66,0.08,113,37,102,48,144,2.33,80,EXERCISE,18.0,53,651,764,14203,591.8,9.86,62,229.5,0,0,14203,0,0.0,100.0,1.05,0,1.08,1.62,2.7,0.4,0.2,1.682,3,0,0,,93,63.4,144,2.0,48.6,,,
708.0,24.49,1.927,47.192,1999,1865.0690341,1927.9059863,1.03,306.2,96.1,24.4,23.6,30.13,8.6,15.89,4.99,14.42,6.49,20.68,0.07,114,36,103,47,146,2.36,80,EXERCISE,18.0,53,651,764,13528,563.7,9.39,62,218.5,0,0,13528,0,0.0,100.0,1.03,0,1.03,1.42,2.45,0.42,0.21,1.674,2,0,0,,89,64.1,145,1.87,47.38,,,
711.0,25.32,1.803,45.646,1987,1783.7252189,1872.8318814,1.05,287.0,90.3,24.6,23.4,28.82,8.2,15.92,5.01,14.53,6.46,20.67,0.07,114,36,104,46,146,2.36,80,EXERCISE,18.0,53,651,764,12984,541.0,9.02,62,209.8,0,0,12984,0,0.0,100.0,1.05,0,1.03,1.34,2.37,0.43,0.2,1.659,3,0,0,,85,65.3,146,1.75,47.18,,,
713.0,24.79,1.9,47.107,1913,1867.3379977,1972.6064295,1.06,301.4,96.9,24.3,23.0,30.17,8.6,15.86,5.1,14.47,6.56,20.69,0.06,114,37,104,47,147,2.37,79,EXERCISE,18.0,53,651,764,13612,567.1,9.45,63,219.9,0,0,13612,0,0.0,100.0,1.06,0,1.07,1.35,2.42,0.44,0.2,1.673,2,0,0,,89,64.2,147,1.78,47.83,,,
715.0,24.39,1.945,47.439,1883,1902.3306503,2025.2280556,1.06,306.9,101.3,24.0,22.6,30.73,8.8,15.78,5.21,14.3,6.71,20.67,0.07,113,37,103,48,148,2.39,79,EXERCISE,18.0,53,651,764,13891,578.8,9.65,63,224.4,0,0,13891,0,0.0,100.0,1.06,0,0.9,1.56,2.46,0.37,0.2,1.676,2,0,0,,91,63.9,147,2.16,48.8,,,
718.0,20.34,2.381,48.427,2387,1819.7533213,2000.4773397,1.1,376.8,123.6,25.8,23.5,29.4,8.4,15.83,5.19,14.3,6.69,20.44,0.22,113,37,103,48,149,2.41,79,EXERCISE,18.0,53,651,764,13388,557.9,9.3,64,216.3,0,0,13388,0,0.0,100.0,1.1,0,1.3,1.65,2.95,0.44,0.21,1.685,3,0,0,,87,63.2,148,1.83,48.67,,,
721.0,23.62,1.955,46.181,2140,1834.6956981,1951.8899975,1.06,308.6,101.6,24.3,22.8,29.64,8.5,15.79,5.2,14.41,6.57,20.63,0.11,113,37,103,47,150,2.42,78,EXERCISE,18.0,53,651,764,13395,558.1,9.3,64,216.4,0,0,13395,0,0.0,100.0,1.06,0,1.13,1.41,2.54,0.44,0.19,1.664,3,0,0,,88,64.9,149,1.73,47.89,,,
723.0,25.86,2.017,52.164,1862,2113.7561758,2221.4933135,1.05,317.1,105.2,23.8,22.7,34.15,9.8,15.72,5.22,14.33,6.61,20.65,0.09,113,37,103,47,150,2.42,78,EXERCISE,18.0,53,651,764,15390,641.2,10.69,64,248.6,0,0,15390,0,0.0,100.0,1.05,0,1.01,1.31,2.32,0.44,0.19,1.717,2,0,0,,101,60.3,150,2.0,48.15,,,
726.0,23.62,1.984,46.866,2265,1756.1848876,1900.3126898,1.08,318.3,99.2,25.7,23.8,28.37,8.1,16.04,5.0,14.62,6.48,20.63,0.12,115,36,105,46,151,2.44,79,EXERCISE,18.0,53,651,764,12873,536.4,8.94,65,208.0,0,0,12873,0,0.0,100.0,1.08,0,1.05,1.49,2.54,0.41,0.21,1.671,3,0,0,,84,64.4,151,1.89,47.31,,,
728.0,26.91,1.959,52.709,1997,1951.5399032,2140.0397666,1.1,315.1,97.1,26.0,23.7,31.53,9.0,16.08,4.96,14.69,6.44,20.63,0.07,115,36,105,46,152,2.46,78,EXERCISE,18.0,53,651,764,14350,597.9,9.97,65,231.8,0,0,14350,0,0.0,100.0,1.1,0,0.98,1.25,2.23,0.44,0.21,1.722,2,0,0,,93,59.9,152,2.0,47.05,,,
730.0,30.0,1.886,56.58,1990,2030.8217074,2230.6900703,1.1,306.7,91.0,26.8,24.4,32.81,9.4,16.26,4.83,14.94,6.25,20.67,0.08,117,35,107,45,153,2.47,78,EXERCISE,18.0,53,651,764,14939,622.4,10.37,65,241.3,0,0,14939,0,0.0,100.0,1.1,0,0.92,1.08,2.0,0.46,0.21,1.753,2,0,0,,97,57.0,152,2.05,45.83,,,
732.0,28.57,1.9,54.286,2035,1906.3564141,2114.2034688,1.11,310.8,90.2,27.4,24.7,30.8,8.8,16.36,4.75,15.09,6.19,20.68,0.06,117,34,108,44,153,2.47,79,EXERCISE,18.0,53,651,764,14055,585.6,9.76,66,227.1,0,0,14055,0,0.0,100.0,1.11,0,0.98,1.12,2.1,0.47,0.21,1.735,2,0,0,,91,58.7,153,1.94,45.44,,,
735.0,21.51,2.03,43.656,1973,1675.5064124,1891.7399578,1.13,320.7,108.3,25.2,22.3,27.07,7.7,15.8,5.33,14.38,6.77,20.54,0.12,113,38,103,49,154,2.49,78,EXERCISE,18.0,53,651,764,12406,516.9,8.62,66,200.4,0,0,12406,0,0.0,100.0,1.13,0,1.12,1.67,2.79,0.4,0.19,1.64,3,0,0,,80,66.8,154,1.81,49.18,,,
737.0,26.67,1.882,50.187,1906,1986.2859551,2108.8732822,1.06,298.4,96.5,24.3,22.9,32.09,9.2,15.86,5.13,14.44,6.62,20.68,0.07,114,37,104,47,155,2.5,80,EXERCISE,18.0,53,651,764,14495,604.0,10.07,67,234.2,0,0,14495,0,0.0,100.0,1.06,0,0.98,1.27,2.25,0.44,0.2,1.701,2,0,0,,95,61.8,155,1.92,48.21,,,
739.0,25.64,2.111,54.128,2104,2073.7597537,2209.6971243,1.07,338.1,105.2,25.2,23.7,33.5,9.6,16.02,4.98,14.58,6.49,20.69,0.07,115,36,105,47,156,2.52,80,EXERCISE,18.0,53,651,764,15146,631.1,10.52,67,244.7,0,0,15146,0,0.0,100.0,1.07,0,1.02,1.32,2.34,0.44,0.21,1.733,2,0,0,,99,58.8,155,2.07,47.38,,,
742.0,22.47,2.025,45.506,2164,1830.5816364,1976.9386828,1.08,319.1,107.3,24.0,22.2,29.57,8.4,15.76,5.3,14.39,6.68,20.68,0.07,113,38,103,48,157,2.54,80,EXERCISE,18.0,53,651,764,13412,558.8,9.31,67,216.7,0,0,13412,0,0.0,100.0,1.08,0,1.05,1.62,2.67,0.39,0.18,1.658,3,0,0,,87,65.4,156,1.93,48.6,,,
744.0,26.2,1.933,50.646,2061,1923.2482698,2071.4400313,1.08,309.6,96.7,25.4,23.6,31.07,8.9,16.02,5.0,14.68,6.45,20.66,0.08,115,36,105,46,157,2.54,80,EXERCISE,18.0,53,651,764,14082,586.8,9.78,68,227.5,0,0,14082,0,0.0,100.0,1.08,0,1.03,1.26,2.29,0.45,0.2,1.705,2,0,0,,92,61.5,157,1.88,47.12,,,
747.0,27.15,1.841,49.982,2021,1852.7134292,2003.3488445,1.08,297.2,90.1,26.0,24.0,29.93,8.6,16.14,4.89,14.76,6.37,20.68,0.07,116,35,106,46,158,2.55,80,EXERCISE,18.0,53,651,764,13578,565.8,9.43,68,219.4,0,0,13578,0,0.0,100.0,1.08,0,0.93,1.28,2.21,0.42,0.21,1.699,3,0,0,,88,62.0,158,1.98,46.6,,,
749.0,22.47,2.216,49.798,2197,1944.1964029,2136.9047553,1.1,352.0,116.0,24.8,22.6,31.41,9.0,15.88,5.23,14.52,6.63,20.68,0.07,114,38,104,48,159,2.57,78,EXERCISE,18.0,53,651,764,14303,596.0,9.93,69,231.1,0,0,14303,0,0.0,100.0,1.1,0,1.12,1.55,2.67,0.42,0.19,1.697,2,0,0,,93,62.1,159,1.98,48.28,,,
752.0,25.64,1.986,50.923,1996,2010.7889557,2188.1567814,1.09,314.0,104.1,24.4,22.5,32.48,9.3,15.81,5.24,14.53,6.59,20.65,0.07,113,38,104,47,160,2.58,79,EXERCISE,18.0,53,651,764,14759,614.9,10.25,69,238.4,0,0,14759,0,0.0,100.0,1.09,0,1.07,1.27,2.34,0.46,0.18,1.707,3,0,0,,96,61.3,160,1.86,48.02,,,
754.0,28.57,1.971,56.314,2005,2074.3183977,2260.4403439,1.09,318.4,96.6,26.2,24.0,33.51,9.6,16.15,4.9,14.54,6.37,20.67,0.07,116,35,104,46,161,2.6,79,EXERCISE,18.0,53,651,764,15230,634.6,10.58,69,246.0,0,0,15230,0,0.0,100.0,1.09,0,0.89,1.21,2.1,0.42,0.21,1.751,2,0,0,,99,57.2,160,2.21,46.6,,,
756.0,27.27,2.027,55.282,2118,1987.6835201,2202.1480062,1.11,329.1,98.6,26.9,24.2,32.11,9.2,16.24,4.86,14.86,6.32,20.66,0.07,116,35,107,45,161,2.6,79,EXERCISE,18.0,53,651,764,14651,610.5,10.17,70,236.7,0,0,14651,0,0.0,100.0,1.11,0,1.01,1.19,2.2,0.46,0.21,1.743,2,0,0,,95,58.0,161,2.01,46.28,,,
759.0,22.14,2.009,44.48,2173,1748.3589221,1918.5517588,1.1,318.5,105.7,24.6,22.4,28.24,8.1,15.85,5.26,14.48,6.66,20.68,0.07,114,38,104,48,162,2.62,79,EXERCISE,18.0,53,651,764,12858,535.7,8.93,70,207.7,0,0,12858,0,0.0,100.0,1.1,0,1.12,1.59,2.71,0.41,0.19,1.648,3,0,0,,83,66.2,162,1.79,48.47,,,
761.0,28.04,1.931,54.14,1994,2019.6882127,2182.0876961,1.08,310.8,95.6,25.8,23.9,32.63,9.3,16.1,4.95,14.7,6.49,20.66,0.1,115,35,105,47,163,2.63,79,EXERCISE,18.0,53,651,764,14799,616.6,10.28,71,239.1,0,0,14799,0,0.0,100.0,1.08,0,0.94,1.2,2.14,0.44,0.21,1.734,2,0,0,,96,58.8,163,2.05,47.38,,,
763.0,24.69,2.328,57.481,2211,2119.6492461,2325.1780643,1.1,375.8,115.2,26.3,24.0,34.24,9.8,16.14,4.95,14.8,6.4,20.67,0.08,116,35,106,46,164,2.65,78,EXERCISE,18.0,53,651,764,15587,649.5,10.82,71,251.8,0,0,15587,0,0.0,100.0,1.1,0,1.06,1.37,2.43,0.44,0.21,1.76,2,0,0,,101,56.3,164,2.2,46.79,,,
766.0,24.49,2.419,59.241,2301,2190.5056532,2425.6146991,1.11,390.2,120.9,26.3,23.7,35.39,10.1,16.13,5.0,14.85,6.38,20.68,0.07,116,36,106,46,164,2.65,79,EXERCISE,18.0,53,651,764,16144,672.7,11.21,71,260.8,0,0,16144,0,0.0,100.0,1.11,0,1.07,1.38,2.45,0.44,0.2,1.773,3,0,0,,105,55.0,164,2.26,46.67,,,
768.0,21.43,1.952,41.829,2020,1616.4322832,1734.7193184,1.07,311.7,98.8,24.9,23.2,26.11,7.5,15.97,5.06,13.97,7.02,20.69,0.07,114,36,100,50,166,2.68,80,EXERCISE,18.0,53,651,764,11826,492.7,8.21,72,191.0,0,0,11826,0,0.0,100.0,1.07,0,0.94,1.86,2.8,0.34,0.25,1.621,2,0,0,,77,68.2,165,2.08,50.8,,,
771.0,28.85,2.37,68.365,2058,2687.736252,2857.8414904,1.06,376.5,120.9,24.7,23.2,43.42,12.4,15.89,5.1,14.55,6.49,20.68,0.07,114,37,104,47,166,2.68,78,EXERCISE,18.0,53,651,764,19621,817.5,13.63,72,317.0,0,0,19621,0,0.0,100.0,1.06,0,0.85,1.23,2.08,0.41,0.2,1.835,3,0,0,,128,48.0,166,2.79,47.37,,,
773.0,23.72,2.541,60.261,2400,2260.0092687,2495.940679,1.1,408.3,128.7,25.9,23.5,36.51,10.4,16.07,5.06,14.71,6.47,20.68,0.08,115,36,105,46,167,2.7,78,EXERCISE,18.0,53,651,764,16646,693.6,11.56,73,268.9,0,0,16646,0,0.0,100.0,1.1,0,1.06,1.47,2.53,0.42,0.2,1.78,2,0,0,,108,54.2,167,2.4,47.25,,,
775.0,25.21,1.924,48.504,2223,1795.1524646,1995.2203668,1.11,310.2,96.6,26.0,23.4,29.0,8.3,16.12,5.02,14.76,6.49,20.68,0.07,116,36,106,47,168,2.71,80,EXERCISE,18.0,53,651,764,13242,551.8,9.2,73,213.9,0,0,13242,0,0.0,100.0,1.11,0,1.03,1.35,2.38,0.43,0.2,1.686,2,0,0,,86,63.1,168,1.87,47.38,,,
778.0,25.53,2.081,53.132,1938,2125.5236436,2315.1717506,1.09,328.3,110.8,24.2,22.2,34.34,9.8,15.78,5.32,14.45,6.71,20.68,0.08,113,38,104,48,168,2.71,79,EXERCISE,18.0,53,651,764,15604,650.2,10.84,74,252.1,0,0,15604,0,0.0,100.0,1.09,0,1.01,1.34,2.35,0.43,0.18,1.725,3,0,0,,101,59.6,168,2.06,48.8,,,
780.0,30.61,1.948,59.633,2218,2120.1774965,2354.1312154,1.11,317.0,94.5,27.1,24.4,34.25,9.8,16.27,4.85,15.03,6.25,20.65,0.1,117,35,108,45,169,2.73,78,EXERCISE,18.0,53,651,764,15636,651.5,10.86,74,252.6,0,0,15636,0,0.0,100.0,1.11,0,0.97,0.99,1.96,0.49,0.21,1.775,2,0,0,,101,54.7,169,2.01,45.83,,,
782.0,27.15,2.132,57.882,2255,1985.7256119,2270.9704681,1.14,349.4,102.8,28.2,24.7,32.08,9.2,16.39,4.82,15.06,6.28,20.64,0.1,118,35,108,45,170,2.75,78,EXERCISE,18.0,53,651,764,14749,614.5,10.24,74,238.3,0,0,14749,0,0.0,100.0,1.14,0,1.01,1.2,2.21,0.46,0.22,1.763,2,0,0,,95,56.0,170,2.11,46.02,,,
784.0,25.86,2.118,54.776,2101,1991.7715478,2273.8645177,1.14,342.8,107.3,26.6,23.3,32.18,9.2,16.19,5.07,15.16,6.15,20.69,0.07,116,36,109,44,171,2.76,78,EXERCISE,18.0,53,651,764,14788,616.1,10.27,75,238.9,0,0,14788,0,0.0,100.0,1.14,0,1.03,1.29,2.32,0.44,0.16,1.739,2,0,0,,95,58.4,171,2.06,45.18,,,
787.0,24.69,2.271,56.074,2221,2093.9128447,2398.517425,1.15,364.5,118.5,26.0,22.7,33.83,9.7,16.05,5.22,14.8,6.53,20.68,0.07,115,37,106,47,171,2.76,77,EXERCISE,18.0,53,651,764,15559,648.3,10.8,75,251.4,0,0,15559,0,0.0,100.0,1.15,0,1.08,1.35,2.43,0.44,0.18,1.749,3,0,0,,100,57.4,171,2.1,47.63,,,
789.0,22.73,2.275,51.705,2456,1905.5919969,2176.9633619,1.14,365.9,117.1,26.3,23.0,30.79,8.8,16.08,5.15,14.77,6.59,20.65,0.08,115,37,106,47,173,2.79,79,EXERCISE,18.0,53,651,764,14150,589.6,9.83,75,228.6,0,0,14150,0,0.0,100.0,1.14,0,1.16,1.48,2.64,0.44,0.2,1.714,2,0,0,,91,60.7,172,1.96,48.02,,,
792.0,27.15,1.996,54.19,2115,2019.3465106,2253.5892065,1.12,321.1,101.3,25.9,23.2,32.62,9.3,16.09,5.08,14.82,6.48,20.68,0.07,115,36,106,46,173,2.79,80,EXERCISE,18.0,53,651,764,14910,621.3,10.35,76,240.9,0,0,14910,0,0.0,100.0,1.12,0,0.98,1.23,2.21,0.44,0.2,1.734,3,0,0,,96,58.8,173,2.04,47.31,121.3,13.6,8.2
794.0,31.25,2.081,65.031,2031,2334.0888734,2592.4223691,1.11,338.6,101.3,26.9,24.2,37.71,10.8,16.27,4.87,15.09,6.2,20.69,0.07,117,35,108,44,174,2.81,80,EXERCISE,18.0,53,651,764,17215,717.3,11.95,76,278.1,0,0,17215,0,0.0,100.0,1.11,0,0.9,1.02,1.92,0.47,0.2,1.813,2,0,0,,111,50.6,174,2.31,45.5,123.5,14.3,8.6
796.0,30.15,2.028,61.146,2148,2099.6493771,2374.3820493,1.13,332.9,96.4,28.1,24.9,33.92,9.7,16.42,4.75,15.19,6.15,20.66,0.08,118,34,109,44,175,2.83,80,EXERCISE,18.0,53,651,764,15553,648.0,10.8,77,251.3,0,0,15553,0,0.0,100.0,1.13,0,0.98,1.01,1.99,0.49,0.21,1.786,2,0,0,,100,53.5,174,2.07,45.18,116.8,13.8,8.3
798.0,26.91,2.078,55.91,2203,1880.9250851,2160.5953872,1.15,343.0,98.1,28.7,25.0,30.39,8.7,16.51,4.72,15.13,6.26,20.68,0.07,118,34,108,45,175,2.83,79,EXERCISE,18.0,53,651,764,13986,582.7,9.71,77,225.9,0,0,13986,0,0.0,100.0,1.15,0,0.96,1.27,2.23,0.43,0.23,1.747,2,0,0,,90,57.5,175,2.16,45.89,111.9,13.2,8.0
800.0,25.53,2.241,57.217,2209,2035.543535,2341.0867343,1.15,364.5,111.7,27.2,23.7,32.88,9.4,16.27,4.98,14.88,6.51,20.68,0.06,117,36,107,47,176,2.84,79,EXERCISE,18.0,53,651,764,15140,630.8,10.51,77,244.6,0,0,15140,0,0.0,100.0,1.15,0,1.06,1.29,2.35,0.45,0.22,1.758,2,0,0,,97,56.5,176,2.11,47.5,115.5,13.6,8.2
802.0,31.75,1.907,60.54,2100,2014.4857196,2280.9938585,1.13,315.9,88.0,28.9,25.6,32.54,9.3,16.57,4.61,15.19,6.17,20.68,0.08,119,33,109,44,177,2.86,79,EXERCISE,18.0,53,651,764,14926,621.9,10.37,78,241.1,0,0,14926,0,0.0,100.0,1.13,0,0.94,0.95,1.89,0.5,0.23,1.782,2,0,0,,96,54.0,176,2.03,45.31,115.0,13.6,8.2
804.0,31.75,1.974,62.667,2004,2160.0609807,2456.219598,1.14,324.2,94.5,28.0,24.6,34.9,10.0,16.42,4.79,15.17,6.23,20.69,0.07,118,34,109,45,177,2.86,80,EXERCISE,18.0,53,651,764,16022,667.6,11.13,78,258.8,0,0,16022,0,0.0,100.0,1.14,0,0.89,1.0,1.89,0.47,0.21,1.797,2,0,0,,103,52.4,177,2.22,45.7,121.1,13.9,8.4
