TSI%,TSI Fit Factor,O2Hb1,HHb1,tHb1,HbDiff1,O2Hb2,HHb2,tHb2,HbDiff2,O2Hb3,HHb3,tHb3,HbDiff3,O2Hb2-2,HHb2-2,tHb2-2,HbDiff2-2,Event,Event Time
66.4387283,99.8500214,-3.0862529,-0.4895174,-3.5757709,-2.5967491,-2.9540811,-0.5303248,-3.484406,-2.4237235,-3.7652423,0.9496101,-2.8156323,-4.7147522,9.0480328,4.5816221,13.6297512,4.4663548,,
66.3688354,99.8489456,-3.117415,-0.4858893,-3.6033044,-2.6315389,-2.9810345,-0.5308857,-3.5119202,-2.4501157,-3.803144,0.9634083,-2.8397362,-4.7664523,8.9971828,4.5866365,13.5839186,4.4104919,,
66.2976379,99.8485565,-3.1337368,-0.4851457,-3.6188827,-2.6486046,-3.0022764,-0.5276768,-3.529953,-2.474566,-3.8320324,0.9741742,-2.8578584,-4.8061066,8.9941511,4.5684457,13.5626936,4.4256506,,
66.2455902,99.8482971,-3.1629615,-0.4865703,-3.6495318,-2.6764045,-3.0343127,-0.5222408,-3.5565534,-2.5120387,-3.859993,0.9843531,-2.8756399,-4.8442459,8.950963,4.5535293,13.50459,4.3973761,,
66.2254715,99.8480682,-3.2014956,-0.4794502,-3.6809459,-2.7220588,-3.056215,-0.5202445,-3.5764594,-2.5359368,-3.8891006,0.9951989,-2.8939018,-4.8841996,8.8748465,4.5661569,13.441103,4.3086348,,
66.1522369,99.847374,-3.2223518,-0.4800494,-3.7024014,-2.7423151,-3.0834892,-0.5174187,-3.6009083,-2.5660369,-3.9198432,1.0064976,-2.9133458,-4.9262414,8.8629112,4.5523982,13.4154053,4.3104568,,
66.1278381,99.8467484,-3.260427,-0.4737256,-3.7341523,-2.7867141,-3.1123908,-0.513994,-3.6263847,-2.5983632,-3.9492657,1.0175933,-2.931673,-4.9667592,8.7861786,4.5625658,13.3488436,4.223557,,
66.0804977,99.846817,-3.2870975,-0.4723589,-3.7594562,-2.8147511,-3.1358924,-0.5095708,-3.6454632,-2.6262877,-3.9769788,1.0274276,-2.9495511,-5.0043063,8.7540493,4.5524096,13.3065548,4.2015829,,
66.0114288,99.8462677,-3.2959354,-0.4731825,-3.7691181,-2.8227654,-3.1561944,-0.5064067,-3.662601,-2.649754,-4.0010061,1.0359378,-2.9650676,-5.0368433,8.7451077,4.5447011,13.2899065,4.2003512,,
65.9778748,99.8460999,-3.3230624,-0.4688186,-3.7918804,-2.8542562,-3.1820414,-0.5002922,-3.6823335,-2.6817153,-4.0266819,1.0454721,-2.9812095,-5.0720544,8.7070951,4.5449748,13.2521687,4.1620646,,
65.9029083,99.8457489,-3.3363578,-0.471759,-3.8081169,-2.8646114,-3.2071724,-0.4954879,-3.7026603,-2.7116504,-4.0524244,1.0551231,-2.9973013,-5.1074476,8.6998787,4.5278215,13.2277966,4.1719999,,
65.8690948,99.8453827,-3.3663211,-0.4642124,-3.8305335,-2.9021211,-3.2272696,-0.4931019,-3.720372,-2.7341337,-4.0820146,1.065945,-3.0160689,-5.1478591,8.6579828,4.5355844,13.1936646,4.1223421,,
65.8442917,99.84486390000001,-3.4008956,-0.4574701,-3.8583655,-2.9434378,-3.2489791,-0.4919837,-3.7409625,-2.7569613,-4.1106019,1.0763524,-3.0342498,-5.1868544,8.6047668,4.5409222,13.1457872,4.0637884,,
65.7873917,99.844902,-3.4214103,-0.4596229,-3.8810334,-2.9617999,-3.2761397,-0.4855312,-3.7616711,-2.7905738,-4.1352448,1.0854038,-3.0498412,-5.2205491,8.5793543,4.524497,13.1039486,4.054801,,
65.7389984,99.8444672,-3.4500861,-0.4559309,-3.9060173,-2.9941676,-3.3002942,-0.4827259,-3.78302,-2.8175335,-4.1654835,1.096599,-3.0688846,-5.2619829,8.5292654,4.5270348,13.0563984,4.0021739,,
65.7047577,99.8442078,-3.4755783,-0.4529785,-3.9285569,-3.0226119,-3.3244557,-0.478161,-3.8026168,-2.8462603,-4.1896482,1.1054709,-3.0841775,-5.2950196,8.4886436,4.5260916,13.0148315,3.9624939,,
65.6890182,99.8441238,-3.5036285,-0.4456282,-3.9492569,-3.0580125,-3.3447394,-0.4729078,-3.8176475,-2.8717971,-4.2123404,1.1143476,-3.0979924,-5.3265867,8.4427853,4.5276613,12.9705429,3.915067,,
65.6459351,99.8438492,-3.532577,-0.4422693,-3.9748464,-3.0903194,-3.3697326,-0.469039,-3.8387713,-2.9006588,-4.2411213,1.1248004,-3.1163208,-5.3658214,8.4024992,4.5211039,12.9237003,3.8813374,,
65.5790329,99.8436661,-3.5479312,-0.4428674,-3.9907982,-3.1050756,-3.3937359,-0.4636053,-3.8573411,-2.9300957,-4.2674112,1.1344211,-3.1329899,-5.401732,8.3989658,4.5141859,12.913249,3.8847229,,
65.5406952,99.8435059,-3.5736282,-0.4395176,-4.0131454,-3.1341224,-3.4180119,-0.4583997,-3.8764114,-2.9595773,-4.2931318,1.1438878,-3.1492436,-5.4369192,8.3645372,4.5076599,12.8722944,3.8568187,,
65.5072708,99.8433075,-3.6086411,-0.4355444,-4.0441856,-3.1731086,-3.4455037,-0.4540147,-3.8995183,-2.9914536,-4.3223395,1.1545746,-3.1677654,-5.4768152,8.3100882,4.5047016,12.814888,3.8053296,,
